,timeUnix,timeMinutes,A01609_measurement,A01609_inflectionDecision,A01609_inflectionLocation,A01609_polyfitCoefficients,A01609_polyfitEquation,A01609_polyfitSolution,A01609_derivativeEquation,A01609_derivativeSolution,timeBegin,timeEnd
35,1562704146.0,0.14583,0.739575,,,,,,,,,
36,1562704146.25,0.15,0.735731,,,,,,,,,
37,1562704146.5,0.15416,0.716514,,,,,,,,,
38,1562704146.75,0.15833,0.769042,,,,,,,,,
39,1562704147.0,0.1625,0.765198,,,,,,,,,
40,1562704147.25,0.16666,0.765198,,,,,,,,,
41,1562704147.5,0.17083,0.760074,,,,,,,,,
42,1562704147.75,0.175,0.754949,,,,,,,,,
43,1562704148.0,0.17916,0.75623,,,,,,,,,
44,1562704148.25,0.18333,0.769042,,,,,,,,,
45,1562704148.5,0.1875,0.774167,,,,,,,,,
46,1562704148.75,0.19166,0.770323,,,,,,,,,
47,1562704149.0,0.19583,0.772886,,,,,,,,,
48,1562704149.25,0.1999999999999999,0.774167,,,,,,,,,
49,1562704149.5,0.20416,0.767761,,,,,,,,,
50,1562704149.75,0.20833,0.76648,,,,,,,,,
51,1562704150.0,0.2125,0.762636,,,,,,,,,
52,1562704150.25,0.21666,0.761355,,,,,,,,,
53,1562704150.5,0.22083,0.761355,,,,,,,,,
54,1562704150.75,0.225,0.75623,,,,,,,,,
55,1562704151.0,0.22916,0.752387,,,,,,,,,
56,1562704151.25,0.23333,0.752387,,,,,,,,,
57,1562704151.5,0.2375,0.749824,,,,,,,,,
58,1562704151.75,0.24166,0.7447,,,,,,,,,
59,1562704152.0,0.24583,0.745981,,,,,,,,,
60,1562704152.25,0.25,0.753668,,,,,,,,,
61,1562704152.5,0.25416,0.76648,,,,,,,,,
62,1562704152.75,0.25833,0.785697,,,,,,,,,
63,1562704153.0,0.2624999999999999,0.808758,,,,,,,,,
64,1562704153.25,0.26666,0.819008,,,,,,,,,
65,1562704153.5,0.27083,0.82157,,,,,,,,,
66,1562704153.75,0.275,0.822851,,,,,,,,,
67,1562704154.0,0.2791599999999999,0.820289,,,,,,,,,
68,1562704154.25,0.2833299999999999,0.822851,,,,,,,,,
69,1562704154.5,0.2875,0.820289,,,,,,,,,
70,1562704154.75,0.29166,0.829257,,,,,,,,,
71,1562704155.0,0.29583,0.840788,,,,,,,,,
72,1562704155.25,0.3,0.840788,,,,,,,,,
73,1562704155.5,0.30416,0.840788,,,,,,,,,
74,1562704155.75,0.30833,0.842069,,,,,,,,,
75,1562704156.0,0.3125,0.8536,,,,,,,,,
76,1562704156.25,0.31666,0.86513,,,,,,,,,
77,1562704156.5,0.32083,0.885629,,,,,,,,,
78,1562704156.75,0.325,0.901003,,,,,,,,,
79,1562704157.0,0.32916,0.912534,,,,,,,,,
80,1562704157.25,0.33333,0.917659,,,,,,,,,
81,1562704157.5,0.3375,0.917659,,,,,,,,,
82,1562704157.75,0.3416600000000001,0.912534,,,,,,,,,
83,1562704158.0,0.3458300000000001,0.907409,,,,,,,,,
84,1562704158.25,0.3500000000000001,0.901003,,,,,,,,,
85,1562704158.5,0.35416,0.892035,,,,,,,,,
86,1562704158.75,0.35833,0.884348,,,,,,,,,
87,1562704159.0,0.3625,0.876661,,,,,,,,,
88,1562704159.25,0.36666,0.871536,,,,,,,,,
89,1562704159.5,0.37083,0.867693,,,,,,,,,
90,1562704159.75,0.375,0.861287,,,,,,,,,
91,1562704160.0,0.37916,0.857443,,,,,,,,,
92,1562704160.25,0.38333,0.854881,,,,,,,,,
93,1562704160.5,0.3875,0.849756,,,,,,,,,
94,1562704160.75,0.39166,0.845913,,,,,,,,,
95,1562704161.0,0.39583,0.842069,,,,,,,,,
96,1562704161.25,0.4,0.840788,,,,,,,,,
97,1562704161.5,0.4041600000000001,0.851037,,,,,,,,,
98,1562704161.75,0.4083300000000001,0.87538,,,,,,,,,
99,1562704162.0,0.4125000000000001,0.917659,,,,,,,,,
100,1562704162.25,0.41666,0.95225,,,,,,,,,
101,1562704162.5,0.42083,0.986842,,,,,,,,,
102,1562704162.75,0.425,1.007341,,,,,,,,,
103,1562704163.0,0.42916,1.020153,,,,,,,,,
104,1562704163.25,0.43333,1.036808,,,,,,,,,
105,1562704163.5,0.4375,1.036808,,,,,,,,,
106,1562704163.75,0.44166,1.029121,,,,,,,,,
107,1562704164.0,0.44583,1.020153,,,,,,,,,
108,1562704164.25,0.45,1.013747,,,,,,,,,
109,1562704164.5,0.45416,1.007341,,,,,,,,,
110,1562704164.75,0.45833,1.000935,,,,,,,,,
111,1562704165.0,0.4625,0.997091,,,,,,,,,
112,1562704165.25,0.4666600000000001,0.989404,,,,,,,,,
113,1562704165.5,0.4708300000000001,0.989404,,,,,,,,,
114,1562704165.75,0.4750000000000001,0.985561,,,,,,,,,
115,1562704166.0,0.47916,0.980436,,,,,,,,,
116,1562704166.25,0.48333,0.980436,,,,,,,,,
117,1562704166.5,0.4875,0.990686,,,,,,,,,
118,1562704166.75,0.49166,0.99581,,,,,,,,,
119,1562704167.0,0.49583,1.004779,,,,,,,,,
120,1562704167.25,0.5,1.008622,,,,,,,,,
121,1562704167.5,0.50416,1.018872,,,,,,,,,
122,1562704167.75,0.5083300000000001,1.035527,,,,,,,,,
123,1562704168.0,0.5125000000000001,1.053463,,,,,,,,,
124,1562704168.25,0.51666,1.062431,,,,,,,,,
125,1562704168.5,0.52083,1.0714,,,,,,,,,
126,1562704168.75,0.525,1.073962,,,,,,,,,
127,1562704169.0,0.5291600000000001,1.073962,,,,,,,,,
128,1562704169.25,0.5333300000000001,1.072681,,,,,,,,,
129,1562704169.5,0.5375000000000001,1.064994,,,,,,,,,
130,1562704169.75,0.54166,1.056026,,,,,,,,,
131,1562704170.0,0.54583,1.04962,,,,,,,,,
132,1562704170.25,0.55,1.048339,,,,,,,,,
133,1562704170.5,0.55416,1.047057,,,,,,,,,
134,1562704170.75,0.55833,1.043214,,,,,,,,,
135,1562704171.0,0.5625,1.043214,,,,,,,,,
136,1562704171.25,0.56666,1.022715,,,,,,,,,
137,1562704171.5,0.5708300000000001,0.97403,,,,,,,,,
138,1562704171.75,0.5750000000000001,0.989404,,,,,,,,,
139,1562704172.0,0.57916,1.002216,,,,,,,,,
140,1562704172.25,0.58333,1.013747,,,,,,,,,
141,1562704172.5,0.5875,1.023996,,,,,,,,,
142,1562704172.75,0.5916600000000001,1.026559,,,,,,,,,
143,1562704173.0,0.5958300000000001,1.023996,,,,,,,,,
144,1562704173.25,0.6000000000000001,1.025277,,,,,,,,,
145,1562704173.5,0.60416,1.021434,,,,,,,,,
146,1562704173.75,0.60833,1.01759,,,,,,,,,
147,1562704174.0,0.6125,1.016309,,,,,,,,,
148,1562704174.25,0.61666,1.01759,,,,,,,,,
149,1562704174.5,0.62083,1.020153,,,,,,,,,
150,1562704174.75,0.625,1.025277,,,,,,,,,
151,1562704175.0,0.62916,1.030402,,,,,,,,,
152,1562704175.25,0.6333300000000001,1.02784,,,,,,,,,
153,1562704175.5,0.6375000000000001,1.023996,,,,,,,,,
154,1562704175.75,0.64166,1.030402,,,,,,,,,
155,1562704176.0,0.64583,1.026559,,,,,,,,,
156,1562704176.25,0.65,1.026559,,,,,,,,,
157,1562704176.5,0.6541600000000001,1.022715,,,,,,,,,
158,1562704176.75,0.6583300000000001,1.021434,,,,,,,,,
159,1562704177.0,0.6625000000000001,1.018872,,,,,,,,,
160,1562704177.25,0.66666,1.016309,,,,,,,,,
161,1562704177.5,0.67083,1.015028,,,,,,,,,
162,1562704177.75,0.675,1.012466,,,,,,,,,
163,1562704178.0,0.67916,1.011184,,,,,,,,,
164,1562704178.25,0.68333,1.00606,,,,,,,,,
165,1562704178.5,0.6875,1.002216,,,,,,,,,
166,1562704178.75,0.69166,0.998373,,,,,,,,,
167,1562704179.0,0.6958300000000001,1.002216,,,,,,,,,
168,1562704179.25,0.7000000000000001,1.000935,,,,,,,,,
169,1562704179.5,0.70416,1.004779,,,,,,,,,
170,1562704179.75,0.70833,1.007341,,,,,,,,,
171,1562704180.0,0.7125,1.007341,,,,,,,,,
172,1562704180.25,0.7166600000000001,1.009903,,,,,,,,,
173,1562704180.5,0.7208300000000001,1.011184,,,,,,,,,
174,1562704180.75,0.7250000000000001,1.009903,,,,,,,,,
175,1562704181.0,0.72916,1.008622,,,,,,,,,
176,1562704181.25,0.73333,1.023996,,,,,,,,,
177,1562704181.5,0.7375,1.048339,,,,,,,,,
178,1562704181.75,0.74166,1.084211,,,,,,,,,
179,1562704182.0,0.74583,1.121366,,,,,,,,,
180,1562704182.25,0.75,1.149552,,,,,,,,,
181,1562704182.5,0.75416,1.17005,,,,,,,,,
182,1562704182.75,0.7583300000000001,1.175175,,,,,,,,,
183,1562704183.0,0.7625000000000001,1.1803,,,,,,,,,
184,1562704183.25,0.76666,1.179019,,,,,,,,,
185,1562704183.5,0.77083,1.17005,,,,,,,,,
186,1562704183.75,0.775,1.157239,,,,,,,,,
187,1562704184.0,0.7791600000000001,1.146989,,,,,,,,,
188,1562704184.25,0.7833300000000001,1.139302,,,,,,,,,
189,1562704184.5,0.7875000000000001,1.12649,,,,,,,,,
190,1562704184.75,0.79166,1.116241,,,,,,,,,
191,1562704185.0,0.79583,1.109835,,,,,,,,,
192,1562704185.25,0.8,1.10471,,,,,,,,,
193,1562704185.5,0.80416,1.102148,,,,,,,,,
194,1562704185.75,0.80833,1.095742,,,,,,,,,
195,1562704186.0,0.8125,1.09318,,,,,,,,,
196,1562704186.25,0.8166599999999999,1.091899,,,,,,,,,
197,1562704186.5,0.82083,1.088055,,,,,,,,,
198,1562704186.75,0.825,1.081649,,,,,,,,,
199,1562704187.0,0.8291600000000001,1.077806,,,,,,,,,
200,1562704187.25,0.8333300000000001,1.076524,,,,,,,,,
201,1562704187.5,0.8375000000000001,1.0714,,,,,,,,,
202,1562704187.75,0.8416600000000001,1.066275,,,,,,,,,
203,1562704188.0,0.8458300000000001,1.064994,,,,,,,,,
204,1562704188.25,0.8500000000000001,1.063713,,,,,,,,,
205,1562704188.5,0.85416,0.994529,,,,,,,,,
206,1562704188.75,0.85833,1.011184,,,,,,,,,
207,1562704189.0,0.8625,1.053463,,,,,,,,,
208,1562704189.25,0.86666,1.08293,,,,,,,,,
209,1562704189.5,0.87083,1.09318,,,,,,,,,
210,1562704189.75,0.875,1.130334,,,,,,,,,
211,1562704190.0,0.8791599999999999,1.140583,,,,,,,,,
212,1562704190.25,0.88333,1.144427,,,,,,,,,
213,1562704190.5,0.8875,1.134177,,,,,,,,,
214,1562704190.75,0.8916600000000001,1.139302,,,,,,,,,
215,1562704191.0,0.8958300000000001,1.109835,,,,,,,,,
216,1562704191.25,0.9000000000000001,1.090617,,,,,,,,,
217,1562704191.5,0.90416,1.081649,,,,,,,,,
218,1562704191.75,0.90833,0.958656,,,,,,,,,
219,1562704192.0,0.9125,0.758793,,,,,,,,,
220,1562704192.25,0.91666,0.447467,,,,,,,,,
221,1562704192.5,0.92083,0.688259,,,,,,,,,
222,1562704192.75,0.925,0.529393,,,,,,,,,
223,1562704193.0,0.92916,0.662635,,,,,,,,,
224,1562704193.25,0.93333,0.703633,,,,,,,,,
225,1562704193.5,0.9375,0.721569,,,,,,,,,
226,1562704193.75,0.94166,0.692102,,,,,,,,,
227,1562704194.0,0.94583,0.685696,,,,,,,,,
228,1562704194.25,0.95,0.688259,,,,,,,,,
229,1562704194.5,0.95416,0.543486,,,,,,,,,
230,1562704194.75,0.95833,0.520425,,,,,,,,,
231,1562704195.0,0.9625,0.719007,,,,,,,,,
232,1562704195.25,0.96666,0.847125,,,,,,,,,
233,1562704195.5,0.97083,0.900934,,,,,,,,,
234,1562704195.75,0.975,0.945775,,,,,,,,,
235,1562704196.0,0.97916,0.884279,,,,,,,,,
236,1562704196.25,0.98333,0.909902,,,,,,,,,
237,1562704196.5,0.9875,0.915027,,,,,,,,,
238,1562704196.75,0.99166,0.940651,,,,,,,,,
239,1562704197.0,0.99583,0.932964,No,0.0,0.2029401417332467-0.108735239561920650.8336527803628265,0.202940141733247*x**2 - 0.108735239561921*x + 0.833652780362827,0.267899782254137 - 2.00900595607974*I0.267899782254137 + 2.00900595607974*I,0.405880283466493*x - 0.108735239561921,0.267899782254137,0.0,2.0
240,1562704197.25,1.0,0.894528,No,0.0041599999999999,0.2069023114289173-0.1182543367030430.8384172876485694,0.206902311428917*x**2 - 0.118254336703043*x + 0.838417287648569,0.285773358176499 - 1.99262916843144*I0.285773358176499 + 1.99262916843144*I,0.413804622857835*x - 0.118254336703043,0.285773358176499,0.0041599999999999,2.0
241,1562704197.5,1.00416,0.908621,No,0.00833,0.2007235417620824-0.1115055433265960.839116130580083,0.200723541762082*x**2 - 0.111505543326596*x + 0.839116130580083,0.2777590071093 - 2.0256620919673*I0.2777590071093 + 2.0256620919673*I,0.401447083524165*x - 0.111505543326596,0.277759007109299,0.00833,2.00833
242,1562704197.75,1.00833,0.903497,No,0.0125,0.1993929691807069-0.112496023087383120.8417425796416385,0.199392969180707*x**2 - 0.112496023087383*x + 0.841742579641638,0.282096263347755 - 2.03517752984371*I0.282096263347755 + 2.03517752984371*I,0.398785938361414*x - 0.112496023087383,0.282096263347755,0.0125,2.0125
243,1562704198.0,1.0125,0.906059,No,0.01666,0.1998851411392958-0.116491178360962510.8451905133689817,0.199885141139296*x**2 - 0.116491178360963*x + 0.845190513368982,0.291395292558997 - 2.03555144503509*I0.291395292558997 + 2.03555144503509*I,0.399770282278592*x - 0.116491178360963,0.291395292558997,0.01666,2.01666
244,1562704198.25,1.01666,0.898372,No,0.02083,0.2007331518401802-0.120966116678686560.8486989266662143,0.20073315184018*x**2 - 0.120966116678687*x + 0.848698926666214,0.301310759009548 - 2.03401269545256*I0.301310759009548 + 2.03401269545256*I,0.40146630368036*x - 0.120966116678687,0.301310759009548,0.02083,2.02083
245,1562704198.5,1.02083,0.889404,No,0.025,0.20181205030699-0.125833465930560130.8523322235987945,0.20181205030699*x**2 - 0.12583346593056*x + 0.852332223598794,0.311759049420355 - 2.03130558563145*I0.311759049420355 + 2.03130558563145*I,0.40362410061398*x - 0.12583346593056,0.311759049420355,0.025,2.025
246,1562704198.75,1.025,0.882998,No,0.02916,0.20306003172232134-0.131011882697329940.8560837532816173,0.203060031722321*x**2 - 0.13101188269733*x + 0.856083753281617,0.322593967867801 - 2.02776915258248*I0.322593967867801 + 2.02776915258248*I,0.406120063444643*x - 0.13101188269733,0.322593967867800,0.02916,2.02916
247,1562704199.0,1.02916,0.879154,No,0.03333,0.20445752693752783-0.136601010399076020.8600806633903997,0.204457526937528*x**2 - 0.136601010399076*x + 0.8600806633904,0.334057181570074 - 2.02362370575674*I0.334057181570074 + 2.02362370575674*I,0.408915053875056*x - 0.136601010399076,0.334057181570074,0.03333,2.03333
248,1562704199.25,1.03333,0.874029,No,0.0375,0.20606477979618795-0.142610203429339440.864256774691303,0.206064779796188*x**2 - 0.142610203429339*x + 0.864256774691303,0.346032455353094 - 2.0185053573598*I0.346032455353094 + 2.0185053573598*I,0.412129559592376*x - 0.142610203429339,0.346032455353094,0.0375,2.0375
249,1562704199.5,1.0375,0.867624,No,0.04166,0.2102271640888023-0.152922494175661840.8696428974903382,0.210227164088802*x**2 - 0.152922494175662*x + 0.869642897490338,0.363707741667166 - 2.00109933410459*I0.363707741667166 + 2.00109933410459*I,0.420454328177605*x - 0.152922494175662,0.363707741667166,0.04166,2.0375
250,1562704199.75,1.04166,0.865061,No,0.04583,0.20946578108887667-0.15501615989282630.8728064741331854,0.209465781088877*x**2 - 0.155016159892826*x + 0.872806474133185,0.370027407548377 - 2.00746133162026*I0.370027407548377 + 2.00746133162026*I,0.418931562177753*x - 0.155016159892826,0.370027407548378,0.04583,2.04583
251,1562704200.0,1.04583,0.859936,No,0.05,0.2113788305929444-0.16168262871460010.8773073972633587,0.211378830592944*x**2 - 0.1616826287146*x + 0.877307397263359,0.382447542786238 - 2.00103402839373*I0.382447542786238 + 2.00103402839373*I,0.422757661185889*x - 0.1616826287146,0.382447542786238,0.05,2.05
252,1562704200.25,1.05,0.852249,No,0.05416,0.2133588870295116-0.16846034982176870.8818487788896981,0.213358887029512*x**2 - 0.168460349821769*x + 0.881848778889698,0.394781656782985 - 1.99432156662017*I0.394781656782985 + 1.99432156662017*I,0.426717774059023*x - 0.168460349821769,0.394781656782986,0.05416,2.05416
253,1562704200.5,1.05416,0.852249,No,0.05833,0.2153429720298041-0.175130080759731850.8862816309271971,0.215342972029804*x**2 - 0.175130080759732*x + 0.886281630927197,0.406630592837489 - 1.98754278025049*I0.406630592837489 + 1.98754278025049*I,0.430685944059608*x - 0.175130080759732,0.406630592837489,0.05833,2.05833
254,1562704200.75,1.05833,0.849687,No,0.0625,0.21712608437481326-0.18117632217626680.8903299769266221,0.217126084374813*x**2 - 0.181176322176267*x + 0.890329976926622,0.4172145477084 - 1.98152784457976*I0.4172145477084 + 1.98152784457976*I,0.434252168749627*x - 0.181176322176267,0.417214547708399,0.0625,2.0625
255,1562704201.0,1.0625,0.848406,No,0.06666,0.21848252056057318-0.18611993122341270.8937831413931525,0.218482520560573*x**2 - 0.186119931223413*x + 0.893783141393153,0.42593780670846 - 1.9772316345416*I0.42593780670846 + 1.9772316345416*I,0.436965041121146*x - 0.186119931223413,0.425937806708460,0.06666,2.06666
256,1562704201.25,1.06666,0.850968,No,0.07083,0.21421558059026705-0.176700903935426760.8894473051704358,0.214215580590267*x**2 - 0.176700903935427*x + 0.889447305170436,0.412437095958499 - 1.99549710101319*I0.412437095958499 + 1.99549710101319*I,0.428431161180534*x - 0.176700903935427,0.412437095958499,0.07083,2.07083
257,1562704201.5,1.07083,0.859936,No,0.0749999999999999,0.2124036193472839-0.172090984709435570.8869509854237592,0.212403619347284*x**2 - 0.172090984709436*x + 0.886950985423759,0.4051037012417 - 2.0029158574497*I0.4051037012417 + 2.0029158574497*I,0.424807238694568*x - 0.172090984709436,0.405103701241700,0.0749999999999999,2.07083
258,1562704201.75,1.075,0.858655,No,0.07916,0.21419569480221698-0.1793172365915720.8922927292276688,0.214195694802217*x**2 - 0.179317236591572*x + 0.892292729227669,0.418582728184964 - 1.99764142017002*I0.418582728184964 + 1.99764142017002*I,0.428391389604434*x - 0.179317236591572,0.418582728184964,0.07916,2.07916
259,1562704202.0,1.07916,0.862499,No,0.0833299999999999,0.217384279102956-0.189133721833508460.8985386425832409,0.217384279102956*x**2 - 0.189133721833508*x + 0.898538642583241,0.435021618430677 - 1.98599283060738*I0.435021618430677 + 1.98599283060738*I,0.434768558205912*x - 0.189133721833508,0.435021618430677,0.0833299999999999,2.08333
260,1562704202.25,1.08333,0.86378,No,0.0875,0.22056572477488207-0.198848281582472140.9046958942558712,0.220565724774882*x**2 - 0.198848281582472*x + 0.904695894255871,0.450768771497531 - 1.97446553230921*I0.450768771497531 + 1.97446553230921*I,0.441131449549764*x - 0.198848281582472,0.450768771497531,0.0875,2.0875
261,1562704202.5,1.0875,0.857374,No,0.0916599999999999,0.22377441375648247-0.208455969869705380.9107105341469981,0.223774413756482*x**2 - 0.208455969869705*x + 0.910710534146998,0.465772575091076 - 1.96286182045674*I0.465772575091076 + 1.96286182045674*I,0.447548827512965*x - 0.208455969869705,0.465772575091075,0.0916599999999999,2.09166
262,1562704202.75,1.09166,0.852249,No,0.09583,0.2270247990506018-0.218076964325509580.9166923045003162,0.227024799050602*x**2 - 0.21807696432551*x + 0.916692304500316,0.480293265840316 - 1.95119690096126*I0.480293265840316 + 1.95119690096126*I,0.454049598101204*x - 0.21807696432551,0.480293265840316,0.09583,2.09583
263,1562704203.0,1.09583,0.847125,No,0.1,0.23007486383175674-0.227243467181761780.9224671956808005,0.230074863831757*x**2 - 0.227243467181762*x + 0.9224671956808,0.493846792729028 - 1.94049922354877*I0.493846792729028 + 1.94049922354877*I,0.460149727663513*x - 0.227243467181762,0.493846792729029,0.1,2.1
264,1562704203.25,1.1,0.842,No,0.10416,0.23464374868637702-0.239133972081642640.9291046393150811,0.234643748686377*x**2 - 0.239133972081643*x + 0.929104639315081,0.509568171793206 - 1.92353313159738*I0.509568171793206 + 1.92353313159738*I,0.469287497372754*x - 0.239133972081643,0.509568171793206,0.10416,2.1
265,1562704203.5,1.10416,0.835594,No,0.10833,0.23478164015058015-0.242848633191217240.9330143046521313,0.23478164015058*x**2 - 0.242848633191217*x + 0.933014304652131,0.517179778272831 - 1.92522499640901*I0.517179778272831 + 1.92522499640901*I,0.46956328030116*x - 0.242848633191217,0.517179778272831,0.10833,2.10833
266,1562704203.75,1.10833,0.829188,No,0.1125,0.23635899791411433-0.248878446261978030.9374482005470683,0.236358997914114*x**2 - 0.248878446261978*x + 0.937448200547068,0.526483968155114 - 1.92068203178581*I0.526483968155114 + 1.92068203178581*I,0.472717995828229*x - 0.248878446261978,0.526483968155113,0.1125,2.1125
267,1562704204.0,1.1125,0.827907,No,0.11666,0.2377538176905568-0.25444798598879330.941643008659733,0.237753817690557*x**2 - 0.254447985988793*x + 0.941643008659733,0.535108097233509 - 1.91683053410491*I0.535108097233509 + 1.91683053410491*I,0.475507635381114*x - 0.254447985988793,0.535108097233509,0.11666,2.11666
268,1562704204.25,1.11666,0.829188,No,0.12083,0.2393674219116058-0.26083516952173830.9464450044236326,0.239367421911606*x**2 - 0.260835169521738*x + 0.946445004423633,0.5448426678925 - 1.91235166516511*I0.5448426678925 + 1.91235166516511*I,0.478734843823212*x - 0.260835169521738,0.544842667892500,0.12083,2.12083
269,1562704204.5,1.12083,0.826626,No,0.125,0.2409053923456611-0.26704018565219050.9511645518150088,0.240905392345661*x**2 - 0.267040185652191*x + 0.951164551815009,0.554242856608686 - 1.90816814961962*I0.554242856608686 + 1.90816814961962*I,0.481810784691322*x - 0.267040185652191,0.554242856608686,0.125,2.125
270,1562704204.75,1.125,0.827907,No,0.12916,0.24198660386823825-0.272064346335318950.9552365707087688,0.241986603868238*x**2 - 0.272064346335319*x + 0.955236570708769,0.562147536240185 - 1.90564089491111*I0.562147536240185 + 1.90564089491111*I,0.483973207736477*x - 0.272064346335319,0.562147536240183,0.12916,2.12916
271,1562704205.0,1.12916,0.821501,No,0.13333,0.24268610388059395-0.27612949254877660.9587996046630957,0.242686103880594*x**2 - 0.276129492548777*x + 0.958799604663096,0.56890256206148 - 1.90450274234116*I0.56890256206148 + 1.90450274234116*I,0.485372207761188*x - 0.276129492548777,0.568902562061480,0.13333,2.13333
272,1562704205.25,1.13333,0.82022,No,0.1374999999999999,0.2463874473240302-0.286008970230499760.9645019151689946,0.24638744732403*x**2 - 0.2860089702305*x + 0.964501915168995,0.580404913758376 - 1.89148201605169*I0.580404913758376 + 1.89148201605169*I,0.49277489464806*x - 0.2860089702305,0.580404913758376,0.1374999999999999,2.13333
273,1562704205.5,1.1375,0.818939,No,0.14166,0.24483401558961262-0.28641061809823650.9672842525324896,0.244834015589613*x**2 - 0.286410618098236*x + 0.96728425253249,0.584907733119717 - 1.89964694991095*I0.584907733119717 + 1.89964694991095*I,0.489668031179225*x - 0.286410618098236,0.584907733119718,0.14166,2.14166
274,1562704205.75,1.14166,0.815095,No,0.14583,0.24518925434075775-0.289583656781641330.9703773500856446,0.245189254340758*x**2 - 0.289583656781641*x + 0.970377350085645,0.590530889210962 - 1.89972102716568*I0.590530889210962 + 1.89972102716568*I,0.490378508681516*x - 0.289583656781641,0.590530889210962,0.14583,2.14583
275,1562704206.0,1.14583,0.812533,No,0.15,0.24569143239154598-0.29296391991171980.9734950272319574,0.245691432391546*x**2 - 0.29296391991172*x + 0.973495027231957,0.596202962919843 - 1.89916005513287*I0.596202962919843 + 1.89916005513287*I,0.491382864783092*x - 0.29296391991172,0.596202962919843,0.15,2.15
276,1562704206.25,1.15,0.811252,No,0.15416,0.24657598103351705-0.297146751316573530.9769622891880939,0.246575981033517*x**2 - 0.297146751316574*x + 0.976962289188094,0.60254601861684 - 1.89711699008246*I0.60254601861684 + 1.89711699008246*I,0.493151962067034*x - 0.297146751316574,0.602546018616840,0.15416,2.15416
277,1562704206.5,1.15416,0.809971,No,0.15833,0.24815937642415864-0.302939647360913170.981225455528046,0.248159376424159*x**2 - 0.302939647360913*x + 0.981225455528046,0.610373163662215 - 1.89247399533391*I0.610373163662215 + 1.89247399533391*I,0.496318752848317*x - 0.302939647360913,0.610373163662217,0.15833,2.15833
278,1562704206.75,1.15833,0.803565,No,0.1625,0.24906273998042225-0.30681130070594120.9843203204429078,0.249062739980422*x**2 - 0.306811300705941*x + 0.984320320442908,0.615931754244048 - 1.89016558246556*I0.615931754244048 + 1.89016558246556*I,0.498125479960844*x - 0.306811300705941,0.615931754244048,0.1625,2.1625
279,1562704207.0,1.1625,0.802284,No,0.16666,0.2518275034431985-0.314352182198124550.988797333476797,0.251827503443198*x**2 - 0.314352182198125*x + 0.988797333476797,0.624141878667018 - 1.88067370312367*I0.624141878667018 + 1.88067370312367*I,0.503655006886397*x - 0.314352182198125,0.624141878667017,0.16666,2.1625
280,1562704207.25,1.16666,0.79844,No,0.17083,0.2511016912181508-0.31518280969575420.9909023863031204,0.251101691218151*x**2 - 0.315182809695754*x + 0.99090238630312,0.627599934048096 - 1.88476465549268*I0.627599934048096 + 1.88476465549268*I,0.502203382436302*x - 0.315182809695754,0.627599934048096,0.17083,2.17083
281,1562704207.5,1.17083,0.792034,No,0.175,0.2520205854017863-0.319281074473881650.9942606097846354,0.252020585401786*x**2 - 0.319281074473882*x + 0.994260609784635,0.633442450672959 - 1.88252675933366*I0.633442450672959 + 1.88252675933366*I,0.504041170803573*x - 0.319281074473882,0.633442450672957,0.175,2.175
